repo,id,sym,cwe,entity,n_files,additions,deletions,total_changes
Samsung/GearVRf,1553,RS,IAC,L5,1,6,4,10
Samsung/GearVRf,1668,RA,ICFM,L5,1,13,5,18
Samsung/GearVRf,1875,RA,IIV,L4,3,2,2,4
Samsung/GearVRf,1899,SD,RLM,L4,5,65,39,104
SlimeVR/SlimeVR-Rust,204,SD,ICFM,L3,5,5,4,9
SlimeVR/SlimeVR-Server,5,AF,RLM,L3,5,103,9,112
SlimeVR/SlimeVR-Server,22,SD,UPF,L2,4,71,21,92
SlimeVR/SlimeVR-Server,206,SD,ICFM,L2,2,162,88,250
SlimeVR/SlimeVR-Server,352,SD,UPF,L3,1,1,1,2
SlimeVR/SlimeVR-Server,406,AF,UPF,L3,2,2,2,4
SlimeVR/SlimeVR-Server,467,AF,UPF,L3,2,85,106,191
SlimeVR/SlimeVR-Server,492,AF,GCE,L3,1,1,1,2
SlimeVR/SlimeVR-Server,567,AF,UPF,L3,3,21,19,40
SlimeVR/SlimeVR-Server,568,AF,IIV,L3,1,5,6,11
SlimeVR/SlimeVR-Server,569,VF,IIV,L3,3,18,12,30
SlimeVR/SlimeVR-Server,571,AF,IAC,L3,5,65,7,72
SlimeVR/SlimeVR-Server,602,SD,GCE,L2,6,56,8,64
SlimeVR/SlimeVR-Server,651,SD,IIV,L3,1,3,3,6
SlimeVR/SlimeVR-Server,657,AF,IAC,L3,4,7,8,15
SlimeVR/SlimeVR-Server,660,SD,GCE,L3,2,2,2,4
SlimeVR/SlimeVR-Server,744,AF,ICFM,L3,6,66,21,87
SlimeVR/SlimeVR-Server,804,SD,GCE,L4,4,45,14,59
SlimeVR/SlimeVR-Server,810,AF,UPF,L3,1,1,1,2
SlimeVR/SlimeVR-Server,873,IC,ICFM,L3,1,10,0,10
SlimeVR/SlimeVR-Server,967,IC,GCE,L2,1,37,35,72
SlimeVR/SlimeVR-Server,1014,SD,IAC,L2,51,249,242,491
SlimeVR/SlimeVR-Server,1052,RA,UPF,L3,1,1,1,2
SlimeVR/SlimeVR-Server,1075,AF,UPF,L3,1,1,1,2
SlimeVR/SlimeVR-Server,1077,AF,UPF,L3,2,41,22,63
SlimeVR/SlimeVR-Server,1103,AF,UPF,L3,4,5,5,10
SlimeVR/SlimeVR-Server,1105,SD,ICFM,L3,3,6,3,9
SlimeVR/SlimeVR-Server,1107,AF,UPF,L3,1,3,4,7
SlimeVR/SlimeVR-Server,1108,AF,UPF,L3,1,27,2,29
SlimeVR/SlimeVR-Server,1120,IC,ICFM,L3,1,1,1,2
SlimeVR/SlimeVR-Server,1138,SD,UPF,L3,1,1,1,2
SlimeVR/SlimeVR-Server,1170,AF,UPF,L3,1,2,2,4
SlimeVR/SlimeVR-Server,1179,SD,IAC,L3,6,103,11,114
SlimeVR/SlimeVR-Server,1180,AF,RLM,L3,8,80,15,95
SlimeVR/SlimeVR-Server,1191,AF,UPF,L3,2,29,6,35
SlimeVR/SlimeVR-Server,1243,VF,GCE,L2,35,606,28,634
SlimeVR/SlimeVR-Server,1294,VF,ICFM,L3,3,34,38,72
SlimeVR/SlimeVR-Server,1352,VF,ICFM,L2,4,41,83,124
SlimeVR/SlimeVR-Server,1383,SD,IIV,L2,2,21,1,22
SlimeVR/SlimeVR-Server,1410,AF,IIV,L3,6,52,40,92
SlimeVR/SlimeVR-Server,1449,AF,UPF,L3,1,54,38,92
SlimeVR/SlimeVR-Server,1503,SD,UPF,L3,1,3,3,6
StereoKit/StereoKit,122,AF,IAC,L3,8,118,20,138
StereoKit/StereoKit,138,RA,TDI,L5,7,128,29,157
StereoKit/StereoKit,204,IC,IIV,L1,1,42,0,42
StereoKit/StereoKit,240,SD,ICFM,L4,1,26,0,26
StereoKit/StereoKit,248,SD,GCE,L3,1,1,1,2
StereoKit/StereoKit,274,SD,UPF,L3,4,86,48,134
StereoKit/StereoKit,399,SD,GCE,L4,10,82,38,120
StereoKit/StereoKit,425,VF,GCE,L3,5,39,17,56
StereoKit/StereoKit,440,RA,GCE,L3,1,0,1,1
StereoKit/StereoKit,448,SD,ICFM,L3,1,1,1,2
StereoKit/StereoKit,540,AF,IAC,L3,8,106,29,135
StereoKit/StereoKit,552,IC,UPF,L3,4,14,4,18
StereoKit/StereoKit,567,SD,IAC,L4,10,120,44,164
StereoKit/StereoKit,571,AF,IIV,L3,5,94,68,162
StereoKit/StereoKit,583,SD,IAC,L3,3,6,7,13
StereoKit/StereoKit,594,VF,TDI,L5,1,0,1,1
StereoKit/StereoKit,599,IC,ICFM,L3,2,17,9,26
StereoKit/StereoKit,715,IC,RLM,L1,5,22,556,578
StereoKit/StereoKit,773,AF,RLM,L3,4,127,24,151
StereoKit/StereoKit,791,AF,UPF,L3,4,210,0,210
StereoKit/StereoKit,795,AF,UPF,L3,9,186,105,291
StereoKit/StereoKit,817,VF,GCE,L5,1,2,1,3
StereoKit/StereoKit,826,SD,GCE,L3,1,5,4,9
StereoKit/StereoKit,860,RA,IAC,L5,2,4,11,15
StereoKit/StereoKit,894,AF,RLM,L3,2,4,8,12
StereoKit/StereoKit,899,AF,RLM,L2,8,122,24,146
StereoKit/StereoKit,920,SD,UPF,L1,2,55,30,85
StereoKit/StereoKit,972,AF,UPF,L3,5,67,82,149
StereoKit/StereoKit,1010,SD,IAC,L3,16,350,147,497
StereoKit/StereoKit,1021,IC,ICFM,L3,2,14,6,20
StereoKit/StereoKit,1039,VF,GCE,L5,1,2,2,4
StereoKit/StereoKit,1059,SD,GCE,L5,2,8,6,14
StereoKit/StereoKit,1082,AF,ICFM,L2,2,7,17,24
StereoKit/StereoKit,1093,AF,IIV,L3,13,555,209,764
StereoKit/StereoKit,1094,AF,GCE,L3,9,81,53,134
StereoKit/StereoKit,1102,RA,GCE,L5,1,8,7,15
StereoKit/StereoKit,1131,RA,UPF,L3,4,34,48,82
StereoKit/StereoKit,1150,SD,GCE,L3,2,44,42,86
StereoKit/StereoKit,1225,VF,RLM,L5,2,20,0,20
StereoKit/StereoKit,1247,SD,GCE,L5,1,2,1,3
StereoKit/StereoKit,1248,AF,GCE,L2,1,2,2,4
StereoKit/StereoKit,1277,VF,RLM,L5,3,6,1,7
Supreeeme/xrizer,21,VF,ICFM,L5,1,107,19,126
Supreeeme/xrizer,66,VF,ICFM,L5,1,11,4,15
Supreeeme/xrizer,98,IC,RLM,L1,6,349,11,360
Supreeeme/xrizer,105,IC,ICFM,L1,12,557,328,885
Supreeeme/xrizer,108,IC,IAC,L1,2,76,78,154
Supreeeme/xrizer,146,IC,RLM,L1,5,244,10,254
Supreeeme/xrizer,150,IC,IIV,L1,1,31,10,41
Supreeeme/xrizer,164,RS,TDI,L5,1,19,1,20
TheNexusAvenger/Nexus-VR-Character-Model,35,AF,RLM,L2,1,73,24,97
TomorrowTodayLabs/NewtonVR,73,SD,GCE,L1,1,7,1,8
Unity-Technologies/EditorXR,4,SD,TDI,L4,2076,442,142,584
Unity-Technologies/EditorXR,34,SD,UPF,L3,8,86,32,118
Unity-Technologies/EditorXR,70,AF,UPF,L3,11,342,210,552
Unity-Technologies/EditorXR,86,SD,RLM,L4,4,11,4,15
Unity-Technologies/EditorXR,110,AF,IAC,L3,2,4,1,5
Unity-Technologies/EditorXR,131,IC,IIV,L3,1,1,1,2
Unity-Technologies/EditorXR,156,RA,RLM,L5,3,27,16,43
Unity-Technologies/EditorXR,165,AF,UPF,L3,3,3,0,3
Unity-Technologies/EditorXR,166,AF,UPF,L3,1,4,0,4
Unity-Technologies/EditorXR,242,IC,ICFM,L1,1,3,1,4
Unity-Technologies/EditorXR,248,AF,ICFM,L3,2,30,5,35
Unity-Technologies/EditorXR,252,SD,RLM,L3,8,75,75,150
Unity-Technologies/EditorXR,286,SD,RLM,L4,6,24,24,48
Unity-Technologies/EditorXR,291,SD,RLM,L3,2,4,1,5
Unity-Technologies/EditorXR,327,AF,UPF,L3,7,25,9,34
Unity-Technologies/EditorXR,328,IC,ICFM,L1,2,8,4,12
Unity-Technologies/EditorXR,331,IC,ICFM,L3,1,4,0,4
Unity-Technologies/EditorXR,344,VF,GCE,L5,1,1,1,2
Unity-Technologies/EditorXR,371,AF,GCE,L3,1,1,2,3
Unity-Technologies/EditorXR,372,RA,ICFM,L4,1,1,6,7
Unity-Technologies/EditorXR,376,IC,IIV,L3,3,16,20,36
Unity-Technologies/EditorXR,389,RA,ICFM,L3,2,101,50,151
Unity-Technologies/EditorXR,409,AF,IAC,L3,1,2,2,4
Unity-Technologies/EditorXR,411,VF,GCE,L2,1,1,1,2
Unity-Technologies/EditorXR,418,SD,ICFM,L3,2,6,3,9
Unity-Technologies/EditorXR,432,IC,RLM,L3,1,51,18,69
Unity-Technologies/EditorXR,442,VF,RLM,L5,1,10,0,10
Unity-Technologies/EditorXR,445,SD,ICFM,L4,2,18,9,27
Unity-Technologies/EditorXR,487,RS,ICFM,L5,1,1,1,2
Unity-Technologies/EditorXR,509,AF,GCE,L3,1,3,0,3
Unity-Technologies/EditorXR,511,SD,GCE,L2,1,3,3,6
Unity-Technologies/EditorXR,514,VF,GCE,L5,1,5,5,10
Unity-Technologies/EditorXR,515,AF,RLM,L3,3,51,6,57
Unity-Technologies/EditorXR,517,SD,ICFM,L3,2,9,9,18
Unity-Technologies/EditorXR,520,VF,ICFM,L1,1,6,1,7
Unity-Technologies/EditorXR,524,IC,ICFM,L1,2,28,2,30
Unity-Technologies/EditorXR,550,IC,ICFM,L1,1,3,1,4
Unity-Technologies/probuilder-vr,18,VF,RLM,L5,1,17,0,17
Unity-Technologies/probuilder-vr,26,SD,IIV,L1,2,10,11,21
Unity-Technologies/probuilder-vr,32,VF,ICFM,L5,1,1,0,1
V-Sekai/v-sekai-game,348,AF,IIV,L5,3,3,27,30
V-Sekai/v-sekai-game,349,AF,UPF,L5,13,74,19,93
VRCBilliards/vrcbce,28,AF,UPF,L3,3,30,180,210
VRCBilliards/vrcbce,53,AF,UPF,L3,1,2,2,4
VRCBilliards/vrcbce,73,VF,GCE,L3,1,2,2,4
VRCBilliards/vrcbce,85,IC,ICFM,L4,1,1,1,2
VRCFury/VRCFury,153,AF,ICFM,L3,2,27,18,45
VRCFury/VRCFury,176,IC,ICFM,L3,3,6,0,6
VRCFury/VRCFury,236,SD,RLM,L3,1,5,1,6
VRCFury/VRCFury,247,IC,ICFM,L3,1,12,0,12
VRCFury/VRCFury,279,SD,IIV,L2,1,7,1,8
VRMADA/ultimatexr-unity,11,SD,GCE,L2,1,11,4,15
VRMADA/ultimatexr-unity,27,IC,IAC,L1,2,6,2,8
VRMADA/ultimatexr-unity,56,IC,ICFM,L1,1,9,1,10
VRMADA/ultimatexr-unity,57,SD,GCE,L1,2,2,1,3
ValveSoftware/steam-audio,323,SD,IAC,L5,1,10,2,12
ValveSoftware/steam-audio,458,SD,IAC,L4,1,3,1,4
ValveSoftware/steamvr_unreal_plugin,11,IC,ICFM,L1,3,83,8,91
ValveSoftware/steamvr_unreal_plugin,12,IC,IAC,L1,2,71,7,78
ViveSoftware/ViveInputUtility-Unity,16,IC,ICFM,L3,34,540,243,783
ViveSoftware/ViveInputUtility-Unity,28,IC,ICFM,L1,4,11,7,18
ViveSoftware/ViveInputUtility-Unity,90,IC,IIV,L1,1,1,2,3
ViveSoftware/ViveInputUtility-Unity,91,IC,IIV,L1,5,70,4,74
ViveSoftware/ViveInputUtility-Unity,95,SD,RLM,L1,2,5,4,9
ViveSoftware/ViveInputUtility-Unity,104,SD,TDI,L5,3,39,0,39
ViveSoftware/ViveInputUtility-Unity,110,SD,GCE,L2,1,1,1,2
ViveSoftware/ViveInputUtility-Unity,114,IC,GCE,L4,3,15,8,23
ViveSoftware/ViveInputUtility-Unity,170,SD,ICFM,L2,2,6,7,13
Vivero/Kerbal-VR,77,AF,IIV,L2,25,481,240,721
XRTK/com.xrtk.core,221,AF,ICFM,L3,1,0,0,0
XRTK/com.xrtk.core,233,AF,IIV,L2,6,285,225,510
XRTK/com.xrtk.core,371,IC,IIV,L3,1,1,1,2
XRTK/com.xrtk.core,478,AF,IIV,L3,3,57,7,64
XRTK/com.xrtk.core,547,AF,ICFM,L5,1,1,6,7
XRTK/com.xrtk.core,559,AF,ICFM,L3,1,1,1,2
XRTK/com.xrtk.core,566,IC,RLM,L3,1,1,0,1
XRTK/com.xrtk.core,593,RS,ICFM,L3,1,4,2,6
XRTK/com.xrtk.core,601,AF,IIV,L4,2,8,10,18
XRTK/com.xrtk.core,734,VF,ICFM,L5,1,14,2,16
XRTK/com.xrtk.core,735,AF,ICFM,L4,1,14,0,14
XRTK/com.xrtk.core,754,SD,ICFM,L3,1,47,24,71
XRTK/com.xrtk.core,848,AF,TDI,L3,6,56,16,72
aardvarkxr/aardvark,21,RA,ICFM,L4,3,39,12,51
aardvarkxr/aardvark,37,IC,RLM,L4,1,6,1,7
aardvarkxr/aardvark,77,IC,IIV,L1,4,26,2,28
aardvarkxr/aardvark,112,IC,ICFM,L1,5,224,49,273
aardvarkxr/aardvark,139,IC,IAC,L4,3,121,8,129
aardvarkxr/aardvark,171,AF,ICFM,L4,1,60,53,113
aardvarkxr/aardvark,175,IC,TDI,L1,1,4,0,4
aardvarkxr/aardvark,190,AF,IAC,L4,6,191,7,198
aestheticinteractive/Hover-UI-Kit,14,IC,ICFM,L1,1,1,1,2
aframevr/a-blast,49,AF,ICFM,L4,1,1,3,4
aframevr/a-blast,84,SD,GCE,L4,4,28,2,30
aframevr/a-painter,48,AF,RLM,L1,4,20,4,24
aframevr/a-painter,55,AF,RLM,L3,2,30,11,41
aframevr/a-painter,135,AF,TDI,L4,3,36,1,37
aframevr/a-painter,142,VF,IIV,L5,1,2,0,2
aframevr/a-painter,192,AF,ICFM,L3,4,337,219,556
aframevr/a-painter,250,SD,UPF,L3,3,54,1,55
aframevr/a-painter,251,SD,UPF,L3,3,54,1,55
aframevr/a-painter,265,RA,TDI,L4,9,96,26,122
aframevr/a-painter,270,AF,ICFM,L4,1,32,24,56
aframevr/a-painter,272,IC,IIV,L1,1,2,2,4
aframevr/a-saturday-night,36,SD,IIV,L4,2,92,78,170
aframevr/a-saturday-night,40,AF,UPF,L3,3,73,33,106
aframevr/a-saturday-night,75,AF,UPF,L3,5,15,7,22
aframevr/a-saturday-night,97,RA,ICFM,L5,3,42,28,70
aframevr/a-saturday-night,119,AF,ICFM,L3,3,501,9,510
aframevr/a-saturday-night,121,IC,ICFM,L3,1,3,2,5
aframevr/a-saturday-night,124,SD,RLM,L2,2,14,8,22
aframevr/a-saturday-night,125,AF,RLM,L2,1,3,2,5
aframevr/aframe,110,RS,IIV,L4,3,10,10,20
aframevr/aframe,145,SD,TDI,L4,4,5,8,13
aframevr/aframe,146,IC,ICFM,L4,8,77,38,115
aframevr/aframe,193,SD,IIV,L5,1,5,0,5
aframevr/aframe,194,IC,IIV,L1,11,98,42,140
aframevr/aframe,196,SD,UPF,L4,2,39,0,39
aframevr/aframe,199,IC,TDI,L1,10,166,9,175
aframevr/aframe,201,IC,ICFM,L1,8,170,49,219
aframevr/aframe,272,RA,IIV,L4,2,7,11,18
aframevr/aframe,293,IC,ICFM,L1,1,20,20,40
aframevr/aframe,314,RS,UPF,L5,14,549,34,583
aframevr/aframe,316,AF,UPF,L5,11,293,84,377
aframevr/aframe,324,AF,IIV,L3,6,68,4,72
aframevr/aframe,328,SD,ICFM,L4,2,6,4,10
aframevr/aframe,346,IC,ICFM,L1,1,2,0,2
aframevr/aframe,387,SD,IIV,L5,1,1,0,1
aframevr/aframe,395,SD,IAC,L5,6,134,44,178
aframevr/aframe,396,SD,GCE,L5,14,264,242,506
aframevr/aframe,406,RS,IAC,L5,2,19,2,21
aframevr/aframe,407,VF,ICFM,L5,1,269,234,503
aframevr/aframe,428,IC,GCE,L1,1,2,2,4
aframevr/aframe,432,VF,IIV,L5,1,8,1,9
aframevr/aframe,446,RA,ICFM,L5,26,58,56,114
aframevr/aframe,461,AF,UPF,L3,3,67,22,89
aframevr/aframe,465,RS,RLM,L1,7,176,12,188
aframevr/aframe,466,RS,RLM,L1,7,176,12,188
aframevr/aframe,469,IC,GCE,L1,23,304,272,576
aframevr/aframe,475,IC,IAC,L4,1,1,1,2
aframevr/aframe,483,VF,ICFM,L5,2,15,2,17
aframevr/aframe,486,AF,IIV,L3,5,411,156,567
aframevr/aframe,511,IC,IIV,L4,1,5,4,9
aframevr/aframe,539,IC,UPF,L1,23,304,272,576
aframevr/aframe,541,RS,RLM,L5,1,2,0,2
aframevr/aframe,551,SD,UPF,L4,1,1,1,2
aframevr/aframe,558,IC,GCE,L4,1,4,2,6
aframevr/aframe,561,RA,ICFM,L1,2,47,10,57
aframevr/aframe,562,RA,UPF,L5,9,273,22,295
aframevr/aframe,574,VF,UPF,L1,22,98,120,218
aframevr/aframe,575,AF,ICFM,L4,1,55,58,113
aframevr/aframe,591,AF,ICFM,L4,1,22,8,30
aframevr/aframe,592,SD,IIV,L1,2,7,1,8
aframevr/aframe,599,AF,RLM,L4,2,102,27,129
aframevr/aframe,600,VF,IIV,L5,5,46,7,53
aframevr/aframe,601,IC,TDI,L5,22,31,42,73
aframevr/aframe,610,RS,IIV,L3,4,6,4,10
aframevr/aframe,618,IC,UPF,L1,1,54,4,58
aframevr/aframe,619,VF,IIV,L1,4,6,4,10
aframevr/aframe,620,VF,ICFM,L5,1,5,1,6
aframevr/aframe,621,VF,TDI,L5,7,18,18,36
aframevr/aframe,623,RS,UPF,L1,3,424,4,428
aframevr/aframe,624,AF,IIV,L3,4,191,45,236
aframevr/aframe,628,RA,IIV,L1,1,22,1,23
aframevr/aframe,632,AF,TDI,L3,2,5,0,5
aframevr/aframe,648,RS,UPF,L4,2,3,3,6
aframevr/aframe,651,AF,IIV,L4,3,34,35,69
aframevr/aframe,656,AF,IAC,L4,1,2,6,8
aframevr/aframe,660,IC,IAC,L1,1,181,209,390
aframevr/aframe,662,AF,ICFM,L4,1,2,2,4
aframevr/aframe,666,SD,ICFM,L5,3,84,0,84
aframevr/aframe,668,AF,UPF,L4,1,49,48,97
aframevr/aframe,676,VF,IIV,L4,2,31,1,32
aframevr/aframe,692,IC,ICFM,L1,2,24,3,27
aframevr/aframe,695,SD,ICFM,L1,18,355,191,546
aframevr/aframe,703,RA,UPF,L4,2,32,6,38
aframevr/aframe,727,SD,RLM,L2,4,36,4,40
aframevr/aframe,744,IC,TDI,L1,5,71,46,117
aframevr/aframe,749,AF,TDI,L3,1,1,1,2
aframevr/aframe,802,VF,GCE,L5,1,10,17,27
aframevr/aframe,846,SD,UPF,L3,4,12,8,20
aframevr/aframe,878,SD,UPF,L3,1,1,0,1
aframevr/aframe,897,IC,RLM,L4,2,20,0,20
aframevr/aframe,942,SD,RLM,L4,1,4,5,9
aframevr/aframe,995,AF,IIV,L4,4,26,0,26
aframevr/aframe,1011,IC,ICFM,L4,4,32,2,34
aframevr/aframe,1052,RS,TDI,L5,3,6,10,16
aframevr/aframe,1088,AF,IAC,L4,1,1,3,4
aframevr/aframe,1103,AF,UPF,L3,1,4,6,10
aframevr/aframe,1116,AF,TDI,L4,10,328,114,442
aframevr/aframe,1122,VF,IIV,L5,1,1,1,2
aframevr/aframe,1163,AF,ICFM,L4,4,4,6,10
aframevr/aframe,1229,RA,UPF,L3,2,4,4,8
aframevr/aframe,1236,VF,ICFM,L3,1,30,24,54
aframevr/aframe,1267,AF,IAC,L3,1,1,1,2
aframevr/aframe,1324,AF,RLM,L4,4,170,88,258
aframevr/aframe,1341,SD,ICFM,L4,17,382,227,609
aframevr/aframe,1353,AF,IAC,L3,1,3,1,4
aframevr/aframe,1415,IC,ICFM,L4,3,50,23,73
aframevr/aframe,1471,RS,ICFM,L3,1,2,1,3
aframevr/aframe,1511,AF,RLM,L4,1,3,4,7
aframevr/aframe,1572,AF,IAC,L4,2,30,9,39
aframevr/aframe,1609,AF,RLM,L4,4,139,85,224
aframevr/aframe,1620,AF,ICFM,L3,2,7,4,11
aframevr/aframe,1624,SD,IIV,L4,5,279,65,344
aframevr/aframe,1630,AF,ICFM,L3,3,18,7,25
aframevr/aframe,1660,VF,IAC,L5,19,57,52,109
aframevr/aframe,1661,IC,IAC,L1,1,1,1,2
aframevr/aframe,1677,AF,UPF,L3,1,2,2,4
aframevr/aframe,1680,IC,UPF,L1,4,82,2,84
aframevr/aframe,1701,RA,TDI,L5,4,212,86,298
aframevr/aframe,1705,IC,RLM,L1,1,2,3,5
aframevr/aframe,1714,VF,GCE,L5,1,6,0,6
aframevr/aframe,1715,SD,ICFM,L5,2,25,4,29
aframevr/aframe,1724,SD,ICFM,L5,4,69,32,101
aframevr/aframe,1733,RA,ICFM,L5,3,43,19,62
aframevr/aframe,1735,AF,GCE,L5,1,1,0,1
aframevr/aframe,1754,RS,UPF,L5,3,43,19,62
aframevr/aframe,1780,SD,RLM,L5,2,90,82,172
aframevr/aframe,1791,SD,GCE,L4,1,2,2,4
aframevr/aframe,1798,VF,ICFM,L1,1,0,1,1
aframevr/aframe,1802,VF,UPF,L1,2,49,2,51
aframevr/aframe,1803,VF,ICFM,L5,1,6,0,6
aframevr/aframe,1841,IC,IAC,L1,4,225,29,254
aframevr/aframe,1856,VF,ICFM,L5,11,121,98,219
aframevr/aframe,1865,AF,IIV,L3,2,6,2,8
aframevr/aframe,1874,AF,UPF,L3,1,1,0,1
aframevr/aframe,1882,IC,IIV,L1,3,102,29,131
aframevr/aframe,1896,VF,TDI,L1,4,30,16,46
aframevr/aframe,1935,IC,ICFM,L1,2,45,2,47
aframevr/aframe,1962,RS,TDI,L5,1,4,3,7
aframevr/aframe,2010,SD,GCE,L1,3,104,10,114
aframevr/aframe,2088,RA,IIV,L4,1,1,1,2
aframevr/aframe,2142,IC,RLM,L4,2,39,0,39
aframevr/aframe,2160,IC,ICFM,L4,4,4,2,6
aframevr/aframe,2239,RS,RLM,L4,4,0,86,86
aframevr/aframe,2253,AF,IIV,L4,6,28,12,40
aframevr/aframe,2259,SD,IIV,L3,1,1,1,2
aframevr/aframe,2266,AF,IIV,L3,1,1,0,1
aframevr/aframe,2267,AF,ICFM,L1,1,1,1,2
aframevr/aframe,2329,IC,ICFM,L1,5,231,28,259
aframevr/aframe,2389,AF,IIV,L4,1,2,2,4
aframevr/aframe,2426,IC,IIV,L5,1,6,2,8
aframevr/aframe,2428,VF,RLM,L5,2,21,0,21
aframevr/aframe,2445,SD,ICFM,L2,1,181,107,288
aframevr/aframe,2448,VF,ICFM,L5,2,13,7,20
aframevr/aframe,2475,SD,IIV,L4,2,5,1,6
aframevr/aframe,2493,IC,UPF,L1,1,0,1,1
aframevr/aframe,2503,AF,IIV,L3,1,3,3,6
aframevr/aframe,2597,AF,UPF,L5,4,55,0,55
aframevr/aframe,2614,RA,RLM,L3,5,127,34,161
aframevr/aframe,2633,IC,ICFM,L1,1,2,1,3
aframevr/aframe,2645,AF,IAC,L3,1,1,1,2
aframevr/aframe,2654,AF,IAC,L5,4,103,33,136
aframevr/aframe,2656,AF,IAC,L5,1,2,2,4
aframevr/aframe,2660,VF,GCE,L5,2,6,4,10
aframevr/aframe,2692,RA,GCE,L1,2,5,4,9
aframevr/aframe,2772,IC,ICFM,L1,2,353,202,555
aframevr/aframe,2784,IC,ICFM,L3,5,26,229,255
aframevr/aframe,2798,AF,IIV,L3,1,1,1,2
aframevr/aframe,2808,AF,ICFM,L3,2,37,14,51
aframevr/aframe,2811,IC,ICFM,L1,1,6,0,6
aframevr/aframe,2829,IC,RLM,L3,11,113,33,146
aframevr/aframe,2879,IC,RLM,L1,9,295,301,596
aframevr/aframe,2906,RA,ICFM,L4,2,82,2,84
aframevr/aframe,2930,AF,IAC,L3,2,84,72,156
aframevr/aframe,2965,SD,GCE,L1,3,14,7,21
aframevr/aframe,2993,AF,ICFM,L3,1,6,6,12
aframevr/aframe,3019,IC,ICFM,L1,4,21,19,40
aframevr/aframe,3025,IC,IIV,L1,2,10,4,14
aframevr/aframe,3046,SD,IIV,L1,1,9,4,13
aframevr/aframe,3051,SD,TDI,L5,27,94,324,418
aframevr/aframe,3103,IC,IAC,L1,2,4,4,8
aframevr/aframe,3118,VF,IAC,L5,26,93,323,416
aframevr/aframe,3124,SD,ICFM,L1,2,14,10,24
aframevr/aframe,3143,SD,ICFM,L1,2,53,87,140
aframevr/aframe,3149,VF,ICFM,L5,2,10,4,14
aframevr/aframe,3160,SD,IAC,L5,1,1,1,2
aframevr/aframe,3179,AF,IAC,L1,2,15,12,27
aframevr/aframe,3250,AF,RLM,L1,3,116,51,167
aframevr/aframe,3282,SD,ICFM,L5,1,12,1,13
aframevr/aframe,3315,SD,UPF,L5,26,93,323,416
aframevr/aframe,3376,AF,ICFM,L1,1,1,1,2
aframevr/aframe,3428,AF,RLM,L4,4,117,51,168
aframevr/aframe,3444,AF,IAC,L4,1,1,0,1
aframevr/aframe,3483,IC,ICFM,L1,3,65,45,110
aframevr/aframe,3525,VF,ICFM,L5,1,1,1,2
aframevr/aframe,3557,AF,UPF,L4,4,146,176,322
aframevr/aframe,3574,RA,ICFM,L5,4,74,72,146
aframevr/aframe,3577,VF,RLM,L5,1,33,5,38
aframevr/aframe,3592,RA,ICFM,L5,3,10,5,15
aframevr/aframe,3608,AF,ICFM,L1,1,2,2,4
aframevr/aframe,3655,SD,UPF,L3,1,3,3,6
aframevr/aframe,3728,SD,IIV,L2,1,2,2,4
aframevr/aframe,3735,IC,ICFM,L4,4,52,4,56
aframevr/aframe,3830,RA,GCE,L5,4,14,10,24
aframevr/aframe,3865,VF,IIV,L5,2,2,2,4
aframevr/aframe,3869,IC,ICFM,L1,6,63,61,124
aframevr/aframe,3904,IC,ICFM,L1,1,2,0,2
aframevr/aframe,3930,SD,TDI,L4,1,1,1,2
aframevr/aframe,3942,RA,ICFM,L5,1,4,1,5
aframevr/aframe,3947,RS,RLM,L5,1,9,1,10
aframevr/aframe,4013,IC,IAC,L1,2,0,2,2
aframevr/aframe,4027,AF,RLM,L4,5,78,54,132
aframevr/aframe,4039,AF,ICFM,L5,2,15,0,15
aframevr/aframe,4099,VF,ICFM,L1,2,12,8,20
aframevr/aframe,4101,IC,RLM,L4,1,1,1,2
aframevr/aframe,4142,VF,ICFM,L5,1,5,0,5
aframevr/aframe,4148,SD,ICFM,L5,1,5,0,5
aframevr/aframe,4169,RS,RLM,L5,1,10,1,11
aframevr/aframe,4199,IC,ICFM,L1,2,12,1,13
aframevr/aframe,4232,RA,ICFM,L5,4,20,4,24
aframevr/aframe,4243,AF,ICFM,L3,1,1,0,1
